id,name,description,current_status_id,value_amount,value_currency,probability,expected_close_date,close_date,created_at,updated_at,tenant_id,owner_individual_id,project_id
1,Job Search 2025,Job search applications for 2025,15,,USD,,,,2025-11-11 11:22:46+00,2025-11-16 07:13:09.857892+00,1,,
