id,deal_id,type,title,description,source,current_status_id,created_at,updated_at,owner_individual_id,tenant_id,account_id
221,1,Job,Darkroom - Fullstack Engineer,"Remote; Requested 15,000USD/month",manual,1,2025-11-17 22:50:57.568112+00,2025-11-17 22:50:57.568112+00,,1,206
222,1,Job,Amae Health - Associate Software Engineer,,manual,1,2025-11-17 22:53:48.589064+00,2025-11-17 22:53:48.589064+00,,1,207
197,1,Job,Mercury - Senior Full-Stack Engineer,,manual,5,2025-11-16 02:22:22+00,2025-11-17 22:56:57.947446+00,,1,184
199,1,Job,marked as delete - test,test,manual,1,2025-11-16 21:03:41.708486+00,2025-11-16 21:04:22.347183+00,,1,
200,1,Job,"Stripe - Backend Engineer, Link",,manual,1,2025-11-17 01:59:19.006757+00,2025-11-17 01:59:19.006757+00,,1,189
201,1,Job,"Stripe - Full Stack Engineer, Managed Operations",,manual,1,2025-11-17 02:03:15.414025+00,2025-11-17 02:03:15.414025+00,,1,189
223,1,Job,Amae Health - Senior/Staff Software Engineer,,manual,1,2025-11-17 22:55:03.608431+00,2025-11-17 22:55:03.608431+00,,1,207
203,1,Job,Suno - Software Engineer,"AI music software (sorry)

Why Suno?
I am a musician and electronic music producer and I studied music at the University of Michigan prior to working in tech. The opportunity to work at the intersection of music and AI is professionally and personally meaningful to me.",manual,1,2025-11-17 02:46:13.818154+00,2025-11-17 03:01:57.605324+00,,1,191
202,1,Job,Tatari - Senior Fullstack Engineer,,manual,1,2025-11-17 02:30:36.461694+00,2025-11-17 03:03:48.171238+00,,1,190
204,1,Job,ts - ts,,manual,1,2025-11-17 03:51:10.701167+00,2025-11-17 03:51:10.701167+00,,1,
205,1,Job,"Bubble - Senior Software Engineer, Backend","Briefly, tell us why you're interested in this role.
I have over five years of experience in API integration building scalable cloud native applications, which Bubble emphasizes for empowering developers and accelerating app creation. I am particularly drawn to Bubble’s mission of democratizing software development, which fits my experience mentoring teams and designing tools that make complex systems more accessible.",manual,1,2025-11-17 03:52:51.748074+00,2025-11-17 03:52:51.748074+00,,1,193
206,1,Job,Kombo - Senior Product Engineer,,manual,1,2025-11-17 03:53:46.917156+00,2025-11-17 03:53:46.917156+00,,1,194
207,1,Job,Reflection AI - Member of Technical Staff - Software Engineer,,manual,1,2025-11-17 04:10:39.125204+00,2025-11-17 04:10:39.125204+00,,1,195
208,1,Job,keru.ai - Sr. Software Engineer,,manual,1,2025-11-17 04:18:08.616317+00,2025-11-17 04:18:08.616317+00,,1,38
209,1,Job,Akido - Senior Software Engineer,"Remote
How many years of Javascript experience do you have? 7",manual,1,2025-11-17 04:46:43.06239+00,2025-11-17 04:46:43.06239+00,,1,196
210,1,Job,Allwhere - Senior Fullstack Engineer,Found on Indeed,manual,1,2025-11-17 05:09:59.639587+00,2025-11-17 05:09:59.639587+00,,1,197
211,1,Job,First Street - Software Engineer (Mid & Senior Levels),,manual,1,2025-11-17 05:31:03.554387+00,2025-11-17 05:31:03.554387+00,,1,198
212,1,Job,Narmi - Senior Software Engineer,,manual,1,2025-11-17 06:21:32.006109+00,2025-11-17 06:21:38.992319+00,,1,199
213,1,Job,Axio - Senior Software Engineer,"Briefly describe why you want to work at Axio and/or what makes you a great fit for this role.
I am drawn to Axio because of its focus on cybersecurity resilience and quantitative risk management—areas that align closely with my experience building secure, data-driven systems. I have architected scalable, SOC2‑ready platforms and integrated complex APIs for enterprise clients. I bring a combination of technical depth, security‑minded development, and a track record of shipping reliable solutions that would translate directly to Axio’s mission.",manual,1,2025-11-17 06:28:14.202595+00,2025-11-17 06:28:14.202595+00,,1,200
198,1,Job,Mercury - Senior Backend Engineer - Product,,manual,5,2025-11-16 02:26:28+00,2025-11-17 22:56:53.494236+00,,1,184
70,1,Job,Patreon - Senior Backend Engineer,,manual,5,2025-11-11 11:22:46+00,2025-11-17 22:57:26.592881+00,,1,67
190,1,Job,Adaptive - Senior Software Engineer (Fullstack),,manual,5,2025-11-14 02:07:34+00,2025-11-17 22:58:10.718288+00,,1,177
225,1,Job,Profound - SWE Fullstack,,manual,1,2025-11-17 23:10:45.80284+00,2025-11-17 23:10:45.80284+00,,1,209
226,1,Job,Profound - SWE Backend,,manual,1,2025-11-17 23:11:43.429179+00,2025-11-17 23:11:43.429179+00,,1,209
227,1,Job,Counsel Health - Senior Software Engineer (Full Stack),,manual,1,2025-11-17 23:48:20.260661+00,2025-11-17 23:48:20.260661+00,,1,210
224,1,Job,Softlight - Founding AI Engineer,Passed after being asked to do free labor prior to speaking to anyone,manual,1,2025-11-17 23:06:48.067016+00,2025-11-25 04:21:34.263035+00,,1,208
229,1,Job,Copilot Money - Senior Backend Engineer (NYC),,manual,1,2025-11-18 00:18:16.8029+00,2025-11-18 00:18:16.8029+00,,1,212
142,1,Job,"Reddit - Backend Engineer, Reddit Pro for Publishers",,manual,5,2025-11-11 11:22:46+00,2025-11-18 00:36:14.287672+00,,1,132
228,1,Job,Magic - Software Engineer - Product,"https://magic.dev/careers/e6bfccff-afd4-464b-a434-b5d22002d8e1
-passed after being asked to complete take home",manual,1,2025-11-18 00:01:29.664858+00,2025-11-25 04:21:04.387677+00,,1,211
230,1,Job,"Herald - Software Engineer, AI Products",Digital Infrastructure for commercial insurance.,manual,1,2025-11-25 05:00:28.211524+00,2025-11-25 05:00:28.211524+00,,1,213
231,1,Job,ZS - AI Engineering Lead,"login username: whubenschmidt
https://www.builtinnyc.com/job/engineering-lead/6942993",manual,1,2025-11-30 04:06:06.073443+00,2025-11-30 04:06:06.073443+00,,1,214
232,1,Job,"Astronomer - Senior Software Engineer, Applied AI",,manual,1,2025-11-30 04:19:51.557831+00,2025-11-30 04:19:51.557831+00,,1,215
233,1,Job,Capsule - Engineering Manage,,manual,1,2025-11-30 04:27:27.322932+00,2025-11-30 04:27:27.322932+00,,1,216
234,1,Job,CB Insights - Full Stack Software Engineer III,,manual,1,2025-12-02 01:06:26.500253+00,2025-12-02 01:06:26.500253+00,,1,219
235,1,Job,test - test,,manual,1,2025-12-02 01:11:31.5238+00,2025-12-02 01:11:31.5238+00,,1,187
236,1,Job,Madhive - Senior Software Engineer,,manual,1,2025-12-02 01:17:37.352859+00,2025-12-02 01:17:37.352859+00,,1,220
237,1,Job,EquityZen - Senior Engineer,,manual,1,2025-12-02 01:22:16.209373+00,2025-12-02 01:22:16.209373+00,,1,221
238,1,Job,"Pinecone - Senior Software Engineer, Experience Platform Team",,manual,1,2025-12-02 01:47:07.085477+00,2025-12-02 01:47:07.085477+00,,1,222
239,1,Job,"Growtherapy - Senior Software Engineer, Client Engagement",,manual,1,2025-12-02 01:49:14.136481+00,2025-12-02 01:49:14.136481+00,,1,223
240,1,Job,"AtoB - Senior Software Engineer, Payments",,manual,1,2025-12-02 02:22:26.401944+00,2025-12-02 02:22:26.401944+00,,1,224
241,1,Job,Ro - Technical Lead,,manual,1,2025-12-02 03:15:24.743314+00,2025-12-02 03:15:24.743314+00,,1,225
242,1,Job,Woflow - Senior Software Engineer - Fullstack,,manual,1,2025-12-02 03:20:37.361978+00,2025-12-02 03:20:37.361978+00,,1,226
243,1,Job,Candid Health - Senior Software Engineer,,manual,1,2025-12-02 03:39:59.638387+00,2025-12-02 03:39:59.638387+00,,1,227
244,1,Job,Stuut Technologies - Member of the Technical Staff — Full Stack,,manual,1,2025-12-02 03:49:32.56331+00,2025-12-02 03:49:32.56331+00,,1,228
245,1,Job,Oboe - FullStack Engineer,,manual,1,2025-12-02 05:15:53.972155+00,2025-12-02 05:15:53.972155+00,,1,229
